,CNTSCHID,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM
341,3200346.0,public,3.0,9.3306,2314.0,1.1696,1.0,248.0,0.0,,,,28.0,3.0,0.265,0.4104,0.8153,1.8674,0.9042,1.14112,472.41538
342,3200347.0,private,2.0,2.9455,162.0,1.0,1.0,55.0,0.0,,,0.1818,23.0,3.0,-0.949,-1.4551,-1.4335,-2.0409,0.9042,13.40422,344.08197
343,3200348.0,public,3.0,,,,,16.5,1.0,0.4545,0.5455,0.0303,23.0,2.0,-1.4212,0.0663,-0.0155,1.7412,-1.585,9.07407,293.27456
344,3200349.0,public,2.0,10.4,546.0,0.1523,0.0,52.5,1.0,0.6476,0.3524,0.0,53.0,1.0,1.529,-0.1953,-0.9505,-0.4289,0.9042,29.49727,2390.67778
345,3200350.0,public,3.0,16.0357,449.0,,,28.0,1.0,0.6964,0.3393,0.0714,53.0,0.0,0.4668,0.1061,-1.4335,-0.1662,0.9042,21.58327,1485.48977
346,3200351.0,public,3.0,7.5684,719.0,,,95.0,1.0,0.6316,0.3684,,53.0,1.0,1.6863,2.4895,0.5691,0.8378,-2.1866,2.8872,275.70333
347,3200352.0,public,3.0,6.1791,414.0,0.7477,0.0,67.0,1.0,0.1493,0.8507,0.0,38.0,1.0,0.0574,0.0055,0.6654,1.6929,-0.6385,39.575,2447.2406
348,3200353.0,public,3.0,2.9254,98.0,0.1667,0.0,33.5,1.0,0.7015,0.2985,0.0,13.0,0.0,1.0679,-0.0879,-0.2686,0.8952,0.9042,88.5989,1367.43659
349,3200354.0,private,2.0,5.5278,398.0,0.3,1.0,72.0,1.0,0.0,1.0,0.0,53.0,2.0,-0.3284,-1.4551,-0.7517,-0.4289,-0.3006,33.8263,2445.12128
350,3200355.0,public,3.0,6.1255,732.0,0.1061,1.0,119.5,,,,,23.0,2.0,0.2759,0.8371,0.8153,1.4277,-4.0518,3.12431,408.37207
351,3200356.0,private,2.0,11.4545,126.0,1.1538,1.0,11.0,1.0,0.6818,0.3182,0.0,23.0,3.0,1.2631,-0.2968,-1.1797,-2.0409,0.9042,78.63,729.36103
352,3200357.0,private,1.0,9.3333,168.0,1.5217,1.0,18.0,1.0,0.6389,0.3611,0.0,18.0,1.0,-0.4907,-1.4551,-0.7293,-1.2356,0.9042,88.90413,2061.61496
353,3200358.0,public,3.0,,,,0.0,45.0,1.0,1.0,0.3333,0.0778,48.0,0.0,0.5994,-1.4551,-0.8541,1.3735,-0.4859,81.70055,2295.61216
354,3200359.0,public,3.0,3.2754,226.0,0.8571,0.0667,69.0,,0.4493,0.2174,0.0,38.0,1.0,0.265,0.9796,1.0248,1.6842,-1.0542,59.68052,1424.84368
355,3200360.0,public,3.0,4.6207,134.0,0.3333,1.0,29.0,1.0,0.0345,0.1034,0.069,23.0,0.0,1.0283,1.0744,-0.1452,1.6929,-0.1868,83.16036,2142.30682
356,3200361.0,public,3.0,,703.0,,,,,,,,28.0,2.0,0.7566,1.1514,0.4215,1.3992,0.9042,3.6242,551.50839
357,3200362.0,private,2.0,15.4324,571.0,0.1933,0.913,37.0,1.0,0.8378,0.1622,0.027,38.0,2.0,-0.949,-1.4551,-0.5078,0.5642,0.9042,20.91962,1722.95144
358,3200363.0,private,1.0,3.5261,744.0,0.8108,1.0,211.0,1.0,0.7109,0.237,0.0521,53.0,1.0,-1.4212,-1.4551,-2.0719,-1.2943,0.9042,9.57444,379.33229
359,3200364.0,public,3.0,5.0305,908.0,0.2586,0.6667,180.5,1.0,0.9418,0.0582,0.0554,53.0,1.0,0.7566,0.1825,0.5993,0.8927,0.9042,22.91306,1605.69468
360,3200365.0,private,1.0,7.1707,294.0,0.4923,1.0,41.0,0.2683,0.4146,0.2927,0.0244,38.0,2.0,-0.2692,-1.4551,-0.6201,-0.5582,-0.6263,51.07108,2765.18254
361,3200366.0,public,3.0,4.7619,500.0,0.1111,1.0,105.0,0.3333,0.8571,0.2143,0.0476,13.0,0.0,0.0686,-0.4314,1.0633,0.9028,-0.3006,28.81795,991.41457
362,3200367.0,public,3.0,9.3953,202.0,0.2273,1.0,21.5,1.0,0.9302,0.0698,0.0,53.0,2.0,-1.4212,-0.0097,0.4349,0.2266,0.9042,9.07407,288.08012
363,3200368.0,public,3.0,5.792,362.0,0.3261,,62.5,1.0,0.12,0.8,0.016,23.0,3.0,0.0259,-0.1776,0.8603,-0.4289,0.3009,10.24092,434.12346
364,3200369.0,public,3.0,10.9063,698.0,1.0,,64.0,1.0,,,,38.0,1.0,-1.4212,0.5734,1.2397,1.9628,0.9042,28.31207,3002.21327
365,3200370.0,public,3.0,3.3429,351.0,0.3902,0.625,105.0,1.0,1.0,0.0,0.0,13.0,0.0,0.2373,0.436,1.3545,2.2731,-1.0845,53.48947,3137.27889
366,3200371.0,private,1.0,9.3645,501.0,0.4938,1.0,53.5,0.7383,0.6075,0.2243,0.0187,28.0,3.0,-1.4212,-1.4551,-0.4428,0.6015,0.9042,39.38791,3068.513
367,3200372.0,private,2.0,7.375,118.0,1.0,1.0,16.0,1.0,0.5,0.4375,0.0625,18.0,2.0,0.1,1.3405,-1.3196,0.2266,-0.1868,157.73214,3627.02553
368,3200373.0,public,3.0,6.425,257.0,0.0,,40.0,,0.9625,0.0875,0.0,48.0,1.0,1.7236,-0.0879,0.4349,0.5642,-1.8358,78.17692,1495.8479
369,3200374.0,public,3.0,7.9889,719.0,0.3886,0.9118,90.0,0.0,0.6667,0.4444,0.3333,18.0,1.0,1.2478,1.5598,1.1674,1.3735,-0.4859,2.39696,380.63535
370,3200375.0,public,3.0,8.0625,774.0,0.8257,0.1667,96.0,1.0,0.0,1.0,0.0,23.0,2.0,0.4698,-0.7828,1.1729,0.9028,0.9042,15.45941,1816.68924
371,3200376.0,public,3.0,6.2219,2271.0,0.1878,1.0,365.0,1.0,,,,28.0,3.0,-1.4212,-0.2968,-0.8443,1.3253,-0.1764,1.09958,461.78598
372,3200377.0,public,3.0,10.6783,1228.0,0.1813,1.0,115.0,1.0,0.3478,0.6304,0.0217,23.0,2.0,1.2478,-0.5869,0.8153,1.2478,0.9042,15.90499,2463.75844
373,3200378.0,public,3.0,5.8095,610.0,0.1875,0.0,105.0,1.0,0.881,0.119,0.0,18.0,0.0,0.0574,-0.1953,0.4781,0.6015,-2.519,23.53108,2135.37394
374,3200379.0,private,1.0,5.7391,198.0,1.0526,1.0,34.5,1.0,0.6812,0.3188,0.029,23.0,1.0,-1.4212,-1.4551,-1.6103,-0.4985,0.9042,10.66245,372.29122
375,3200380.0,private,,13.6716,458.0,0.6849,1.0,33.5,1.0,0.9403,0.2687,0.0448,53.0,3.0,-0.6483,-0.5869,-0.4428,-0.3881,0.287,5.45521,445.85131
376,3200381.0,private,2.0,13.9474,265.0,0.5263,1.0,19.0,1.0,0.9474,0.0526,0.0,38.0,2.0,1.2478,-0.3163,-1.173,-0.0452,0.9042,69.14766,2558.52282
377,3200382.0,private,2.0,,,,1.0,48.5,1.0,0.5773,0.4227,0.0825,33.0,2.0,-1.4212,-1.4551,-0.2509,-1.2943,-1.0542,4.78722,481.41198
378,3200383.0,public,3.0,16.7826,579.0,0.1563,0.0,34.5,,0.8696,0.1304,0.058,18.0,1.0,0.4591,-0.614,0.7758,-0.1274,0.9042,30.00836,1837.50387
379,3200384.0,private,1.0,8.4364,928.0,1.0,1.0,110.0,0.1727,0.2364,0.5818,0.0091,53.0,1.0,-1.4212,-1.4551,-1.6103,-0.1662,0.3009,5.08639,699.9871
380,3200385.0,public,3.0,5.7143,400.0,0.303,0.0,70.0,1.0,0.7143,0.1429,0.1429,53.0,1.0,0.8006,-0.0719,0.6532,0.8952,-1.0542,10.08091,648.74473
381,3200386.0,public,3.0,12.4198,1006.0,0.1412,0.5,81.0,1.0,0.6728,0.7222,0.1235,33.0,3.0,1.0322,1.6509,0.3892,1.4533,-0.4971,3.3779,645.99684
382,3200387.0,public,3.0,9.7412,414.0,3.3333,0.0,42.5,,,0.3294,0.0,53.0,0.0,0.7452,0.2765,0.6058,-0.8267,-0.6263,4.47313,264.85835
383,3200388.0,public,3.0,10.5,210.0,0.64,0.375,20.0,1.0,,,,28.0,1.0,2.9595,0.1964,2.2086,0.9028,0.9042,73.38312,2832.55444
384,3200389.0,public,3.0,3.7679,422.0,0.4706,0.375,112.0,1.0,0.8214,0.0714,0.1071,28.0,2.0,0.1423,-0.1776,0.8153,-0.0452,0.9042,27.20781,1843.21311
385,3200390.0,public,3.0,16.8817,785.0,0.0769,0.5,46.5,1.0,0.871,0.1075,0.0,38.0,1.0,1.2478,0.1825,0.6058,1.8674,0.9042,3.17593,409.61702
386,3200391.0,private,,13.6418,457.0,0.1373,1.0,33.5,1.0,0.1493,0.8507,0.2985,38.0,1.0,-1.4212,-0.5869,-0.7453,0.2266,-2.1866,4.19739,327.67319
387,3200392.0,public,3.0,7.3551,787.0,0.1626,0.0,107.0,1.0,1.0,0.0,0.0,18.0,1.0,-0.9432,-0.614,1.5999,0.9028,-0.6263,25.4075,3033.96373
388,3200393.0,public,3.0,,,,,,,,,,,,,,,,,13.85864,2482.83513
389,3200394.0,public,3.0,21.8182,2400.0,1.0,1.0,110.0,1.0,0.3636,0.6364,0.0545,23.0,3.0,-1.4212,0.0131,0.3839,-0.96,0.9042,1.0,238.51804
390,3200395.0,private,2.0,8.7273,192.0,0.3409,1.0,22.0,1.0,0.7273,0.2727,0.0909,13.0,1.0,-1.4212,0.028,-1.0594,-0.8267,0.9042,65.35889,2458.98988
391,3200396.0,private,1.0,16.5641,646.0,0.4128,1.0,39.0,1.0,0.3718,0.6282,0.0513,43.0,2.0,-1.4212,-1.4551,-0.0956,0.2266,0.9042,3.09901,322.29678
392,3200398.0,public,3.0,18.8,799.0,0.0,,42.5,1.0,1.0,0.0235,0.0,23.0,0.0,-0.3123,-0.7828,0.1936,-0.1662,0.9042,19.1914,3260.7653
393,3200399.0,public,3.0,16.4706,560.0,0.1667,1.0,34.0,1.0,0.6176,0.3824,0.0,53.0,3.0,1.1897,1.872,1.0148,1.6299,-1.0542,7.0128,513.69899
394,3200400.0,private,1.0,15.0345,218.0,0.6061,1.0,14.5,1.0,0.8621,0.1379,0.0,33.0,1.0,-1.4212,-1.4551,-2.0719,-1.2356,0.3009,17.32124,572.63884
395,3200401.0,public,3.0,4.2353,72.0,0.3333,0.0,17.0,1.0,0.7059,0.2941,0.0,13.0,2.0,0.7681,-1.4551,0.7864,0.6488,0.1571,18.14814,289.09286
396,3200402.0,public,3.0,,1509.0,,,,,,,,28.0,2.0,1.22,0.028,0.2268,-0.8166,-1.5648,16.71677,1979.64828
397,3200403.0,private,2.0,9.037,244.0,0.6739,1.0,27.0,1.0,0.6481,0.3148,0.037,48.0,1.0,0.7889,0.43,-0.5654,1.1913,-0.1764,7.33043,376.23943
398,3200404.0,public,3.0,3.1977,833.0,0.7634,0.3,260.5,0.5566,0.2841,0.144,0.0154,23.0,1.0,0.1,0.028,-0.9505,-1.2943,0.3009,3.04044,423.79833
399,3200405.0,public,3.0,7.0857,248.0,0.1176,0.5,35.0,1.0,0.5714,0.2857,0.1429,23.0,1.0,1.5147,-1.4551,0.2408,0.613,0.9042,11.92172,392.10853
400,3200406.0,private,2.0,13.3407,607.0,0.2157,1.0,45.5,1.0,0.2637,0.6044,0.0,53.0,1.0,0.1,-1.4551,-0.6033,-1.2356,0.1571,6.40886,652.59383
401,3200407.0,private,1.0,7.2727,160.0,0.6471,1.0,22.0,1.0,0.9091,0.0909,0.0,33.0,1.0,0.265,-1.4551,0.4028,-0.4289,0.9042,13.40422,632.40347
402,3200408.0,public,3.0,5.92,74.0,,,12.5,1.0,0.6,0.4,0.0,13.0,2.0,1.2048,0.7558,0.1273,0.6015,-0.1868,18.14814,131.78752
403,3200409.0,public,3.0,2.7857,78.0,0.0,,28.0,0.0,1.0,0.0,0.0,13.0,0.0,-0.3123,0.43,-0.3856,0.2266,-2.7894,86.59555,797.13064
404,3200410.0,private,2.0,12.3243,456.0,0.3947,1.0,37.0,1.0,0.4324,0.2568,0.0811,53.0,3.0,-1.4212,-1.4551,-0.4185,0.2397,0.9042,7.62959,569.10594
405,3200411.0,public,3.0,100.0,280.0,0.122,0.0,1.0,,,,1.0,28.0,1.0,1.6863,-0.0019,0.4715,1.1753,-1.0542,5.04115,97.07205
406,3200412.0,public,3.0,6.1667,74.0,,,12.0,0.4167,0.5833,0.0,0.0,13.0,0.0,1.6863,-0.614,-0.1282,0.9355,0.9042,346.38221,353.90292
407,3200413.0,public,3.0,,,,,60.0,0.0,0.0833,0.1667,0.0,43.0,1.0,2.9595,0.5859,-0.9505,0.8378,-1.0542,31.64246,2272.10016
408,3200414.0,public,3.0,3.9623,105.0,0.3125,1.0,26.5,1.0,0.8868,0.0755,0.0566,13.0,0.0,2.9595,-0.614,2.3161,1.6299,0.287,87.11143,1337.39271
409,3200415.0,public,3.0,12.1,1210.0,0.3158,1.0,100.0,1.0,,0.5,0.3,53.0,2.0,-0.949,-0.2968,0.9876,0.2397,0.9042,2.43562,364.28595
410,3200416.0,public,3.0,3.1571,221.0,0.0,,70.0,,0.2857,0.5,0.0286,33.0,0.0,0.4925,1.0744,0.5029,0.4883,-1.4581,73.32179,1828.28709
411,3200417.0,public,3.0,6.6232,457.0,0.274,0.5,69.0,1.0,0.7609,0.2391,0.0652,23.0,1.0,1.2478,-0.7828,2.0825,1.6929,-0.1764,32.07828,1710.38068
412,3200418.0,public,3.0,7.104,444.0,0.0,,62.5,,,0.12,0.024,53.0,2.0,1.9315,1.2805,1.0941,1.4533,-1.9375,42.34583,2814.12847
413,3200419.0,public,3.0,14.75,590.0,0.0083,0.0,40.0,,,,0.75,33.0,3.0,0.4186,-0.3265,0.4781,0.1875,-0.5083,2.91369,346.13248
414,3200420.0,public,3.0,,1447.0,,,,,,,,28.0,1.0,0.7566,-0.3163,0.8153,0.6101,-0.061,14.80049,2367.96536
415,3200421.0,public,3.0,3.8125,183.0,,,48.0,,,,,33.0,2.0,1.6863,0.531,1.1729,0.5642,-1.0542,8.58358,244.77416
416,3200422.0,public,3.0,5.0468,593.0,1.0935,1.0,117.5,1.0,0.2213,0.1574,0.0,48.0,0.0,0.0969,-0.2968,-0.4515,1.6277,0.9042,19.34778,2076.88892
417,3200423.0,private,,,,,,,,,,,,,,,,,,4.18882,417.87362
418,3200424.0,public,3.0,8.8333,159.0,0.0,,18.0,1.0,0.9722,0.0278,0.0556,28.0,3.0,1.2478,-0.614,-0.7293,-1.2356,0.9042,9.07407,240.71927
419,3200425.0,private,2.0,14.5614,415.0,0.5263,1.0,28.5,1.0,0.2632,0.7368,0.1404,53.0,1.0,-0.1018,-0.5869,-3.3785,-0.2377,-0.1764,4.54238,228.63722
420,3200426.0,private,2.0,9.7714,171.0,1.0,0.1333,17.5,0.0,0.0,0.0857,0.0571,13.0,2.0,0.3066,-0.3265,0.0383,-0.1758,0.3009,9.47411,178.84253
421,3200427.0,private,1.0,21.0,651.0,0.211,1.0,31.0,0.0,0.4839,0.4839,0.0323,53.0,0.0,-0.6344,-0.614,-1.173,0.613,0.1571,5.93413,629.01743
422,3200428.0,public,3.0,3.0248,1588.0,0.08,1.0,525.0,1.0,0.7143,0.1143,0.0,28.0,0.0,1.9733,0.8242,0.6527,1.9913,-1.585,1.62959,419.32964
423,3200430.0,public,3.0,13.8571,485.0,0.8621,0.0,35.0,1.0,0.2857,0.5714,0.1429,53.0,0.0,-0.4447,-0.1776,1.383,-0.4697,-0.3006,35.93349,2848.67971
424,3200431.0,private,2.0,10.7692,420.0,0.1235,1.0,39.0,1.0,0.2564,0.359,0.1154,53.0,1.0,1.9695,-0.4314,0.6712,0.6854,0.9042,34.80148,2385.50389
425,3200432.0,public,3.0,11.1059,944.0,0.4895,0.4286,85.0,1.0,0.6353,0.3471,0.0176,53.0,1.0,1.2478,0.2633,0.4781,0.8378,-1.0542,3.79516,552.21113
426,3200433.0,private,2.0,33.2603,1214.0,0.6167,1.0,36.5,1.0,0.7397,0.2603,,53.0,2.0,-1.4212,-1.4551,-1.1906,-0.8166,-1.0542,3.62082,812.09021
427,3200434.0,public,3.0,16.2778,293.0,0.0,,18.0,1.0,1.0,0.0,0.0,48.0,2.0,1.2911,-1.4551,-1.4335,-0.0452,0.3009,5.77441,263.77381
428,3200435.0,public,3.0,,494.0,0.4444,1.0,,,,,,33.0,2.0,1.6863,0.2633,3.441,3.7879,-1.0542,7.08987,574.85517
429,3200436.0,private,,11.7073,480.0,0.3247,1.0,41.0,1.0,0.0976,0.122,0.0122,53.0,1.0,-0.949,-1.4551,0.2092,-2.0409,0.9042,37.04339,2454.85306
430,3200437.0,public,3.0,,,,,31.0,1.0,,,,13.0,,-0.1445,-0.016,-0.7293,-0.871,-2.436,18.14814,134.30918
431,3200438.0,private,2.0,16.1224,395.0,0.0658,1.0,24.5,1.0,0.4286,0.5714,0.0816,33.0,1.0,-1.4212,-1.4551,-1.0762,-0.1662,0.9042,5.26339,331.59379
432,3200439.0,public,3.0,5.8771,861.0,0.0,,146.5,0.0,0.6826,0.314,0.0137,28.0,1.0,0.4698,0.3545,0.6121,0.5004,0.3009,16.72233,2413.36513
433,3200440.0,private,2.0,,299.0,0.2576,1.0,,,,,,33.0,0.0,-1.4212,-1.4551,-1.6103,1.1035,0.9042,9.19897,480.88769
434,3200441.0,public,3.0,,389.0,,,,,,,,28.0,1.0,0.4399,0.21,0.577,0.1411,,7.96516,362.44782
435,3200442.0,private,2.0,20.3667,611.0,0.1667,1.0,30.0,1.0,0.8333,0.1667,0.0,53.0,1.0,-1.4212,-1.4551,-0.899,0.6101,-1.0238,28.81153,2932.62737
436,3200443.0,public,3.0,11.3864,1002.0,1.0,0.0,88.0,1.0,1.0,0.0568,0.0057,33.0,2.0,1.9315,1.4312,2.61,2.5251,-1.8358,24.86538,3466.00872
437,3200444.0,public,3.0,3.355,671.0,0.1136,0.5,200.0,1.0,0.9,0.1,0.0,53.0,0.0,2.1284,0.0131,0.6121,0.6101,0.9042,35.08867,2225.13225
438,3200445.0,public,3.0,5.2405,414.0,0.1241,1.0,79.0,0.0506,0.5253,0.4114,0.0633,43.0,1.0,-0.3123,-0.482,-0.6744,-0.5488,-1.0542,39.5961,1693.91354
439,3200446.0,private,2.0,8.1296,439.0,0.3896,1.0,54.0,0.9259,0.7778,0.2222,0.0556,28.0,1.0,0.1,0.9728,0.1795,1.6299,-0.4859,3.66522,297.37107
440,3200447.0,public,3.0,13.9294,1184.0,0.1313,0.7353,85.0,1.0,0.7882,0.2118,0.0294,38.0,1.0,-0.1445,-0.614,1.0148,0.9028,-1.2301,16.49448,2379.13727
441,3200448.0,public,3.0,3.6364,120.0,0.0256,1.0,33.0,1.0,,1.0,0.6061,38.0,2.0,2.8868,0.122,-1.0431,-1.2356,0.9042,74.62714,1023.01519
442,3200449.0,public,3.0,19.9615,519.0,,,26.0,1.0,0.0385,1.0,0.0769,53.0,1.0,0.8339,0.6924,1.0148,0.913,-0.4859,22.7883,1872.30045
443,3200450.0,private,2.0,6.8605,295.0,0.1395,1.0,43.0,1.0,0.4419,0.5581,0.0233,43.0,1.0,1.0245,0.5116,0.8153,0.9054,-0.6263,11.44439,400.45926
444,3200451.0,public,3.0,7.4977,806.0,0.4828,0.3571,107.5,1.0,0.893,0.1442,0.0093,53.0,0.0,-0.1413,-0.2968,0.6654,0.5642,-0.1868,2.25243,199.8672
445,3200452.0,private,3.0,,287.0,0.3279,1.0,,,,,,53.0,3.0,0.2681,-0.5869,-1.4335,-0.4289,0.1571,10.19886,637.1793
446,3200453.0,public,3.0,3.7286,522.0,0.0833,1.0,140.0,0.3571,0.3571,,0.0357,53.0,0.0,0.4292,2.4895,-0.2686,1.8674,0.9042,21.03494,2269.79354
447,3200454.0,private,,,,,,,,,,,,,,,,,,8.85184,293.35395
448,3200455.0,private,2.0,7.9333,119.0,1.0,1.0,15.0,1.0,0.7333,0.2667,0.0,23.0,2.0,-1.4212,-1.4551,-0.1936,-0.1662,-0.4859,13.40422,348.31987
449,3200456.0,public,3.0,,1017.0,0.08,1.0,,,,,,33.0,2.0,-0.4526,0.122,0.4028,1.6043,-1.0695,1.0,154.9391
450,3200457.0,private,1.0,13.8644,409.0,0.0,,29.5,1.0,0.8644,0.1356,0.0,28.0,0.0,0.4591,-1.4551,-1.6198,-0.9138,-0.4859,32.09666,1808.05742
451,3200458.0,public,3.0,2.7846,181.0,,,65.0,1.0,0.7385,0.2615,0.0,13.0,1.0,1.6863,0.902,0.8544,1.1913,0.9042,87.11143,2514.91996
452,3200459.0,public,3.0,13.3333,380.0,0.4017,0.0,28.5,1.0,0.7719,0.2281,0.0877,33.0,0.0,-0.6483,0.2964,0.3373,0.5642,0.9042,4.02016,160.76945
453,3200460.0,public,3.0,11.2444,759.0,0.3727,1.0,67.5,0.9778,0.6667,0.3111,0.0296,23.0,3.0,1.2478,1.3635,0.0921,1.6299,-1.0542,22.91306,1489.65394
454,3200461.0,public,3.0,5.2973,392.0,1.0,0.0,74.0,1.0,0.9054,0.027,0.0676,28.0,1.0,-1.4212,1.3405,-0.0155,1.4533,0.9042,35.74399,1785.49924
